"","X","ID","DataType","ORIGINAL_TraitID","ORIGINAL_TraitDefinition","TraitValue","TraitUnit","N_TraitValue","ConTaxa","ResTaxa","ConTaxaStage","ResTaxaStage","Con_ForagingMovement","Con_RESDetectionDimensionality","Res_ForagingMovement","Res_CONDetectionDimensionality","CON_MASS_value","RES_MASS_value","ResArenaSize_SI_UNIT","ResDensity_SI_VALUE","ResDensityUnit","ResDensity","ResArenaSize_SI_VALUE","ConTemp","ResTemp","ResReplaceRate","ResReplaceUnit","ResReplace","TraitSIValue","TraitSIUnit","N_TraitID","N_TraitConversion","N_CONVERTED","N_TraitUnit","Original_ErrorValue","Original_ErrorValueUnit","Replicates","ConTaxon","ConStage","ConCommon","Con_MovementDimensionality","Con_Thermy","Res_MovementDimensionality","ResTaxon","ResStage","ResCommon","Res_Thermy","Habitat","LabField","ObservationtimeSI","ObservationtimeSIUnits","ConStarvationTimeSI","ConStarvationTimeSIUnits","ConArenaSiz_VALUE","ConArenaSize_UNIT","ConDensity","ConDensityUnit","ConDensity_SI_VALUE","ConDensityConst","ConSizType","CON_ORIGINAL_value","CON_ORIGINAL_unit","Con_Siz_reference","ResSizType","RES_ORIGINAL_value","RES_ORIGINAL_unit","Res_Siz_reference","Citation","FigureTable","a0","h0","a0_gen","h0_gen","q0_gen","HollingI_AIC","HollingII_AIC","HollingIII_AIC","Poly2_AIC","Poly3_AIC","N","FailHolI","FailHolII","FailHolIII","FailPol2","FailPol3","aI","aII","hII","aIII","hIII","qIII","hIIp","hIIIp","aIp","aIIp","aIIIp","qIIIp","a0_I","a0_II","h0_II","a0_III","h0_III","q0_III","qse"
"804",915,39915,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",0.3254,"gram (biomass - dry) / (individual * 1 minute)",0.007479744,"Odocoileus hemionus (Rafinesque 1817)","sedges & grasses","Odocoileus hemionus (Rafinesque 1817) [juvenile (1 yr)]","sedges & grasses [tiller]","active","surface","sessile","surface",42,0.001949111,"square meter ",1.482754753,"kg (body - dry) per hectare",10.751,NA,38,NA,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Odocoileus hemionus hemionus","Yearling","Mule deer","2D","endotherm","2D","Poa pratensis Dactylis glomerata Bromus inermis","","Kentucky bluegrass (Poa pratensis) orchardgrass (Dactylis glomerata) smooth brome (Bromus inermis)","ectotherm","Terrestrial","field",300,"seconds",64800,"seconds",NA,"",1,"Individuals per arena","","yes","wet mass","42","kg","original","length",652.4,"mm","http://plants.usda.gov/java/charProfile?symbol=POPR http://plants.usda.gov/java/charProfile?symbol=DAGL http://plants.usda.gov/java/charProfile?symbol=BRIN2","Wickstrom M. L. C. T. Robbins T. A. Hanley D. E. Spalinger and S. M. Parish. 1984. FOOD-INTAKE AND FORAGING ENERGETICS OF ELK AND MULE DEER. Journal of Wildlife Management 48:1285-1301.","Fig 1",NA,NA,NA,NA,NA,-67.7342333397163,-78.1965567357697,-76.797993828701,-71.9836439506832,-71.725748574489,12,NA,NA,NA,NA,NA,2.68174216513088e-05,0.00220580004149849,19.6188874702222,0.000357188337767945,20.599707893705,0.644902138226562,2.10233813049875e-08,6.71608441039653e-08,0.0528384683343493,0.0407798134486363,0.73951851275186,0.534043453748091,2.68174216513088e-05,1.08348873171474,0.268035510337426,0.003816664829494,0.726075101475502,0.837580778636038,0.997404978935603
"816",927,39916,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",3.635,"gram (biomass - dry) / (individual * 1 minute)",0.083555228,"Cervus canadensis (Erxleben 1777)","sedges & grasses","Cervus canadensis (Erxleben 1777) [subadult]","sedges & grasses [tiller]","active","surface","sessile","surface",168.5,0.001949111,"square meter ",40.95452481,"kg (body - dry) per hectare",296.9487,NA,38,NA,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Cervus elaphus nelsoni","2 Year old","Elk","2D","endotherm","2D","Poa pratensis Dactylis glomerata Bromus inermis","","Kentucky bluegrass (Poa pratensis) orchardgrass (Dactylis glomerata) smooth brome (Bromus inermis)","ectotherm","Terrestrial","field",300,"seconds",64800,"seconds",NA,"",1,"Individuals per arena","","yes","wet mass","168.5","kg","original","length",652.4,"mm","http://plants.usda.gov/java/charProfile?symbol=POPR http://plants.usda.gov/java/charProfile?symbol=DAGL http://plants.usda.gov/java/charProfile?symbol=BRIN2","Wickstrom M. L. C. T. Robbins T. A. Hanley D. E. Spalinger and S. M. Parish. 1984. FOOD-INTAKE AND FORAGING ENERGETICS OF ELK AND MULE DEER. Journal of Wildlife Management 48:1285-1301.","Fig 1",NA,NA,NA,NA,NA,-16.2860254964906,-27.0821365791591,-50.2097614330983,-18.7100062746151,-33.8079571375014,7,NA,NA,NA,NA,NA,2.4728537496649e-05,0.00058363816620666,3.08691443926813,3.49127318118906e-07,3.4652537374886,1.23827508033931,4.21057839282582e-05,1.33665707366216e-07,0.031501336468073,0.00311646462441877,0.288389595377078,0.00082677166073831,2.4728537496649e-05,0.245166139036743,0.300251840839858,1.28484991163277,0.203653133409925,-0.241821846924722,0.136856908495351
"823",939,39918,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.8938,"Individual/(Individual*1 mins)",0.014896667,"Haematopus ostralegus Linnaeus 1758","Scrobicularia plana Da Costa 1778","Haematopus ostralegus Linnaeus 1758 [adult]","Scrobicularia plana Da Costa 1778 [adult]","active","surface","sessile","surface",0.46,0.000341138,"square meter ",6.088,"Individuals per square meter",6.088,0.663,38.5,NA,NA,"","no",NA,NA,NA,NA,NA,NA,0.2061,"95%CI",5,"Haematopus ostralegus L.","Adult","Oystercatcher ","2D","endotherm","2D","Scrobicularia plana (da Costa)","Adult","Bivalve ","ectotherm","Terrestrial","Laboratory",NA,"",34200,"seconds",0.663,"square meter ",1,"Individuals per arena","","yes","wet mass","460","g","original","length",35.5,"mm","original","Wanink J. and L. Zwarts. 1985. DOES AN OPTIMALLY FORAGING OYSTERCATCHER OBEY THE FUNCTIONAL-RESPONSE. Oecologia 67:98-106.","Fig 13",NA,NA,NA,NA,NA,-69.5072114069843,-63.0468490135617,-78.1262833916361,-83.9744060452292,-82.0777663267102,9,NA,NA,NA,NA,NA,0.000102072092685844,0.00104776282660333,16.3735761976962,0.00648089247456788,0,-0.638654327940914,1.49072408268212e-05,1,9.95902476271765e-06,0.00666192912820732,0.00549216265570955,0.00195258979474349,0.000102072092685844,0.142334919790604,0.0487200524934152,0.383567260680842,0.0161672166413853,0.370972603559494,0.12205679844198
"832",973,39924,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.32,"Individual/(Individual*1 day)",3.7e-06,"Tenodera sinensis ????","Drosophila melanogaster Meigen 1830","Tenodera sinensis ???? [instar 1]","Drosophila melanogaster Meigen 1830 [adult]","sessile","surface","active","surface",6.08e-06,7.67e-07,"square meter",26.59097425,"Individuals per arena",0.33,0.012410226,23,23,NA,"","yes",NA,NA,NA,NA,NA,NA,0.01,"SE",11,"Tenodera sinensis","First-instar","Praying mantis","2D","ectotherm","2D","Drosophila melanogaster Meign","Adult","Drosophila","ectotherm","Terrestrial","Laboratory",2160000,"seconds",NA,"",0.012410226,"square meter",1,"Individuals per arena","","yes","dry mass","2.375","mg","original","Length",2.5,"mm","http://en.wikipedia.org/wiki/Drosophila_melanogaster","Hurd L. E. and I. H. Rathet. 1986. FUNCTIONAL-RESPONSE AND SUCCESS IN JUVENILE MANTIDS. Ecology 67:163-167.","Table 1",NA,NA,NA,NA,NA,-128.383521629557,-145.412262860846,-157.778384625712,-141.963220231393,-155.678863132124,6,NA,NA,NA,NA,NA,1.3224777167672e-07,1.90886364208095e-05,63346.3098892761,2.25179628016058e-05,67440.4418019732,0.455756294931658,6.56575981699717e-05,2.50147255226807e-05,0.220997075875683,0.00307215515792533,0.00109193899511182,0.0210459568336614,1.3224777167672e-07,0.238190414844963,0.0980647293291782,0.478868039423416,1.89732051255871,0.11339786183089,0.102293245497908
"838",979,39925,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",8.0129,"gram (biomass - dry) / (individual * 1 minute)",0.137244417,"Bison bison (Linnaeus 1758)","sedges & grasses","Bison bison (Linnaeus 1758)","sedges & grasses [tiller]","active","surface","sessile","surface",800,0.002615778,"square meter ",22.35259015,"kg (body - dry) per hectare",217.5062,NA,38,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,"",NA,"Bison bison (Linnaeus 1758)","Yearling to adult","American bison","2D","endotherm","sessile","Poa pratensis Bromus inermis Calamagrostis sp. Juncus sp.","","Grasses","ectotherm","Terrestrial","field",NA,"",NA,"",NA,"",1,"Individuals per arena","","yes","wet mass","800","kg","http://en.wikipedia.org/wiki/American_Bison","length",852.4,"mm","http://plants.usda.gov/java/charProfile?symbol=POPR http://plants.usda.gov/java/charProfile?symbol=BRIN2 http://plants.usda.gov/java/charProfile?symbol=CACA4","Hudson R. J. and S. Frank. 1987. FORAGING ECOLOGY OF BISON IN ASPEN BOREAL HABITATS. Journal of Range Management 40:71-75.","Fig 2",NA,NA,NA,NA,NA,-46.9275095279831,-57.2208011885196,-55.2231736779038,-57.8528305514809,-58.6265495607623,36,NA,NA,NA,NA,NA,0.000372295184937806,0.000978668487597028,0.503971161217249,0.00104657698779215,0.495355542938908,-0.0111036292596748,3.01393541456237e-07,0.0347086961214205,1.32808460794801e-11,1.15806068050578e-12,0.521179275545976,0.965734813006385,0.000372295184937806,0.984059008237365,1.75907695747496,2.20713925352696,2.01393973422985,-0.054445524699986,0.25652080478973
"874",1035,39931,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",0.4285,"gram (biomass - wet) / (individual * 3 hrs)",3.1e-05,"Myodes glareolus (Schreber 1780)","Salix myrsinifolia Salisb.","Myodes glareolus (Schreber 1780) [adult]","Salix myrsinifolia Salisb. [long shoot - male]","active","surface","sessile","surface",0.0185,0.00128,"square meter",2,"Individuals per square meter",2,1,38,NA,NA,"","no",NA,NA,NA,NA,NA,NA,0.0795,"SE",8,"Clethrionomys glareolus (Schreb.)","Adult","Bank vole","2D","endotherm","sessile","Salix myrsinifolia Salisb.-phylicifolia L.","Male long-shoots","Willow","ectotherm","Terrestrial","enclosure",10800,"seconds",NA,"",1,"square meter",1,"Individuals per arena","","yes","wet mass","18.5","g","http://www.arkive.org/bank-vole/clethrionomys-glareolus/#text=FactsStatus","wet mass",1.28,"g","original","Lundberg P. 1988. FUNCTIONAL-RESPONSE OF A SMALL MAMMALIAN HERBIVORE - THE DISK EQUATION REVISITED. Journal of Animal Ecology 57:999-1006.","Fig 2",NA,NA,NA,NA,NA,-112.623046469529,-116.943435073547,-116.070223455412,-114.491938852951,-117.30468333508,6,NA,NA,NA,NA,NA,3.69761222136818e-06,1.39563989770393e-05,4469.28409377316,2.01545490443255e-05,2525.42546951366,-0.281480238118373,0.00197157764394682,0.503826036185498,0.00195539172201245,0.0056464002543285,0.0966206034366408,0.456396162730124,3.69761222136818e-06,0.630079269392802,1.63262010586417,0.404106240442849,1.17116393050833,-1.01646111253649,0.330026239369569
"880",1041,39932,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",1.1911,"gram (biomass - dry) / (individual * 1 minute)",0.300176411,"Odocoileus hemionus sitkensis Merriam 1898","Rubus pedatus Sm.","Odocoileus hemionus sitkensis Merriam 1898 [adult]","Rubus pedatus Sm. [adult]","active","surface","sessile","surface",48,0.000177778,"square meter",0.420362903,"g (body - dry) per square meter",0.0278,23.04,39,NA,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Odocoileus hemionus sitkensis","Adult","Sitka black-tailed deer ","2D","endotherm","sessile","Rubus pedatus","Whole plant","Strawberryleaf raspberry","ectotherm","Terrestrial","enclosure",NA,"",NA,"",23.04,"square meter",1,"Individuals per arena","","yes","wet mass","48","kg","original","dry mass",0.032,"g","original","Spalinger D. E. T. A. Hanley and C. T. Robbins. 1988. ANALYSIS OF THE FUNCTIONAL-RESPONSE IN FORAGING IN THE SITKA BLACK-TAILED DEER. Ecology 69:1166-1175.","Fig 1a",NA,NA,NA,NA,NA,-64.7279112752269,-64.4368518626339,-67.5307418990914,-67.1771038520867,-68.9603455037634,33,NA,NA,NA,NA,NA,0.27561313994973,13.2761796396539,1.67362887109044,0.804398823797368,0.394635884096979,-0.765456209043706,1.1386310850524e-19,0.883542189118785,1.09038086316434e-06,3.20212412291886e-05,0.638218506672127,0.0452772015387402,0.27561313994973,5.70053107539285,0.277674565733272,4.83820741732721,0.707403099488638,1.6034091822803,0.366395350177259
"913",1074,39933,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",4.2202,"gram (biomass - dry) / (individual * 1 minute)",0.000756308,"Odocoileus hemionus sitkensis Merriam 1898","Tsuga heterophylla (Raf.) Sarg.","Odocoileus hemionus sitkensis Merriam 1898 [adult]","Tsuga heterophylla (Raf.) Sarg. [shoot]","active","surface","sessile","surface",48,0.25,"square meter",0.003935484,"g (body - dry) per square meter",0.366,23.04,39,NA,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Odocoileus hemionus sitkensis","Adult","Sitka black-tailed deer ","2D","endotherm","sessile","Tsuga heterophylla (Raf.) Sarg.","Stems and needles","Western hemlock","ectotherm","Terrestrial","enclosure",NA,"",NA,"",23.04,"square meter",1,"Individuals per arena","","yes","wet mass","48","kg","original","wet mass",0.25,"kg","http://en.wikipedia.org/wiki/Tsuga_heterophylla","Spalinger D. E. T. A. Hanley and C. T. Robbins. 1988. ANALYSIS OF THE FUNCTIONAL-RESPONSE IN FORAGING IN THE SITKA BLACK-TAILED DEER. Ecology 69:1166-1175.","Fig 1c",NA,NA,NA,NA,NA,-245.657245206824,-252.638838858488,-251.51775753604,-246.816514496867,-251.073186900368,17,NA,NA,NA,NA,NA,0.000110168643297172,0.00452124985811346,773.66405272394,0.0116228548876293,844.336151432783,1.06711643810326,2.88537501749518e-12,2.10368875810475e-11,0.000984178822574287,0.000333414739011444,0.398678783108773,0.448608206990821,0.000110168643297172,0.973607799380993,0.457069413590249,0.833471323964133,0.14757099370777,-0.0704371798783541,1.36880778579169
"930",1091,39934,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",209330,"Individual/(Individual * 1 hr)",58.14722222,"Dreissena polymorpha (Pallas 1771)","Chlamydomonas reinhardtii P.A.Dang","Dreissena polymorpha (Pallas 1771) [adult]","Chlamydomonas reinhardtii P.A.Dang","active","sphere","active","sphere",0.007588773,1.13e-13,"cubic meter",709600000,"Individuals per microliter",0.7096,5e-04,12,12,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Dreissena polymorpha","Adult","Freshwater bivalve","2D","ectotherm","3D","Chlamydomonas reinhardii","","Alga","ectotherm","Marine","Laboratory",NA,"",NA,"",5e-04,"cubic meter",1,"Individuals per arena","","yes","shell length","2.75","cm","original","diameter",6,"micrometer","original","Sprung M. and U. Rose. 1988. Influence of food size and food quantity on the feeding of the mussel Dreissena polymorpha. Oecologia 77:526-532.","Fig 3",NA,NA,NA,NA,NA,249.677622828052,NA,NA,241.627313155216,228.2174460709,18,NA,1,1,NA,NA,11.4071483311061,NA,NA,NA,NA,NA,NA,NA,1.76807381436922e-05,NA,NA,NA,11.4071483311061,NA,NA,NA,NA,NA,NA
"948",1109,39935,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.9922,"Individual/(Individual*1 hr)",1.15e-05,"Macrolophus caliginosus (Wagner)","Myzus persicae (Sulzer 1776)","Macrolophus caliginosus (Wagner) [adult]","Myzus persicae (Sulzer 1776) [instar 4]","active","surface","sessile","surface",1.39e-06,1.35e-07,"square meter",50,"Individuals per arena",1,0.02,22,22,NA,"","yes",NA,NA,NA,NA,NA,NA,0.8949,"95%CI",5,"Macrolophus caliginosus Wagner","Adult","Mirid bug","2D","ectotherm","2D","Myzus persicae Sulzer","Instar 4","Green peach aphid","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",0.02,"square meter",1,"Individuals per arena","","yes","length","3.48","mm","pdf","length",1.27,"mm","original","Foglar H. J. C. Malausa and E. Wajnberg. 1990. THE FUNCTIONAL-RESPONSE AND PREFERENCE OF MACROLOPHUS-CALIGINOSUS HETEROPTERA MIRIDAE FOR 2 OF ITS PREY - MYZUS-PERSICAE AND TETRANYCHUS-URTICAE. Entomophaga 35:465-474.","Fig 1",NA,NA,NA,NA,NA,-129.087973667527,-141.135874401585,-144.02266196576,-137.832954065369,-142.41301639092,7,NA,NA,NA,NA,NA,3.95061396303901e-06,1.36074940627958e-05,5344.66590319311,6.34544677410721e-06,7258.19112998695,0.548489039647767,0.000389308172825412,0.000451526046919689,0.00242222052817925,0.00102309196319687,0.0904846546841541,0.127156064317261,3.95061396303901e-06,0.753937614260236,0.322263593538032,0.198061197684547,0.0942630035914275,-1.79453842807561,0.285554139689996
"955",1116,39936,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",4.8815,"Individual/(Individual*1 hr)",5.65e-05,"Macrolophus caliginosus (Wagner)","Tetranychus urticae Koch 1836","Macrolophus caliginosus (Wagner) [adult]","Tetranychus urticae Koch 1836 [adult]","active","surface","sessile","surface",1.39e-06,2.01e-08,"square meter",300,"Individuals per arena",6,0.02,22,22,NA,"","yes",NA,NA,NA,NA,NA,NA,1.9266,"95%CI",5,"Macrolophus caliginosus Wagner","Adult","Mirid bug","2D","ectotherm","2D","Tetranychus urticae Koch","Adult","Mite","ectotherm","Terrestrial","Laboratory",86400,"seconds",86400,"seconds",0.02,"square meter",1,"Individuals per arena","","yes","length","3.48","mm","pdf","length",0.51,"mm","original","Foglar H. J. C. Malausa and E. Wajnberg. 1990. THE FUNCTIONAL-RESPONSE AND PREFERENCE OF MACROLOPHUS-CALIGINOSUS HETEROPTERA MIRIDAE FOR 2 OF ITS PREY - MYZUS-PERSICAE AND TETRANYCHUS-URTICAE. Entomophaga 35:465-474.","Fig 2",NA,NA,NA,NA,NA,-90.8596830738076,-94.651842711611,-95.5494089954313,-92.6025591500313,-96.2159544564801,6,NA,NA,NA,NA,NA,1.93207540509648e-06,1.46200308671749e-05,2631.13902997012,1.60738095895701e-09,3380.42735340954,3.20703126864097,0.0218973114804737,0.00411836297179257,0.106152411681265,0.150847041933503,0.932494148181267,0.462634525864026,1.93207540509648e-06,0.991331319958808,0.887946133466699,0.876859765321176,0.782639448325836,0.432127541862428,3.81844259625544
"961",1132,39939,"new","Resource Mass Consumption Rate","The mass of resource consumed by consumers per time",56.3421,"gram (biomass - wet) / (individual * 22.5 minutes)",0.000316173,"Alces alces Gray 1821","Betula pubescens Ehrh. (twig)","Alces alces Gray 1821 [adult]","Betula pubescens Ehrh. (twig)","active","surface","sessile","surface",550,0.132,"square meter",1.315673485,"g (body - wet) per square meter",173.6689,6000,38,NA,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Alces alces (L.)","Adult","Moose ","2D","endotherm","sessile","Betula pubescens Ehrh.","Twig","Birch","ectotherm","Terrestrial","enclosure",1350,"seconds",NA,"",6000,"square meter",1,"Individuals per arena","","yes","wet mass","550","kg","http://en.wikipedia.org/wiki/Moose","weight",132,"g","original","Lundberg P. and K. Danell. 1990. FUNCTIONAL-RESPONSE OF BROWSERS - TREE EXPLOITATION BY MOOSE. Oikos 58:378-384.","Fig 2",NA,NA,NA,NA,NA,-342.511248287753,-340.493378260756,-339.897119200567,-340.542466747142,-338.630530197125,32,NA,NA,NA,NA,NA,9.74118307780655e-07,1.56103306533089e-06,48.9093205045173,7.99293067044052e-06,0,-0.232412487949381,0.0648627847849649,1,8.3226521545853e-11,8.60268417132886e-06,0.669123186082347,0.508880873609183,9.74118307780655e-07,0.549455108277023,0.924423226122496,0.457940811666942,1.29482281460624,0.10397357493639,0.347480676944975
"993",1164,39940,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.6312,"Individual/(Individual * 8 hr)",2.19e-05,"Calliopius laeviusculus (Kryer 1838)","Mallotus villosus Mller 1776","Calliopius laeviusculus (Kryer 1838) [adult]","Mallotus villosus Mller 1776 [egg]","active","surface","sessile","surface",1.73e-05,4.78e-07,"square meter",4400,"Individuals per arena",44,0.01,7.5,7.5,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Calliopius laeviusculus","Adult","Amphipod","2D","ectotherm","sessile","Mallotus villosus Mller 1776","Egg","Capelin eggs","ectotherm","Marine","Laboratory",28800,"seconds",86400,"seconds",0.01,"square meter",0.75,"individuals per square centimeter","","yes","length","5.3","mm","original","diameter",0.97,"mm","pdf","Deblois E. M. and W. C. Leggett. 1991. FUNCTIONAL-RESPONSE AND POTENTIAL IMPACT OF INVERTEBRATE PREDATORS ON BENTHIC FISH EGGS - ANALYSIS OF THE CALLIOPIUS-LAEVIUSCULUS-CAPELIN (MALLOTUS-VILLOSUS) PREDATOR-PREY SYSTEM. Marine Ecology-Progress Series 69:205-216.","Fig 4c",NA,NA,NA,NA,NA,-1309.49177319228,-1418.8713791578,-1418.04531320172,-1389.25226689803,-1402.64595411506,80,NA,NA,NA,NA,NA,9.6304134842327e-08,7.16133960599477e-07,2175.65163625946,1.16663279265224e-06,2041.07692842624,-0.089715631453467,1.05224636896423e-46,6.78114521800913e-21,2.70081166777058e-26,8.54021125450254e-25,0.036497447860062,0.298722287047746,9.6304134842327e-08,0.0363906369701378,1.07308131645871,0.592934936652064,2.11035101554255,-1.73595571424812,0.0857503150931615
"1073",1244,39941,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",12.4834,"Individual/(Individual * 1 hr)",0.003467611,"Philine aperta (Linnaeus 1767)","Isochrysis galbana Parke","Philine aperta (Linnaeus 1767) [larva]","Isochrysis galbana Parke","active","sphere","active","sphere",4.89e-10,4.77e-14,"cubic meter",1392700000,"Individuals per microliter",1.3927,7.03e-05,12.5,12.5,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Philine aperta (L.)","Larva","Sand slug veliger","3D","ectotherm","3D","Isochrysis galbana","Adult","Microalga","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",7.03e-05,"cubic meter",210.9,"individuals per arena","","yes","shell length","135","micrometer","original","diameter",4.5,"micrometer","http://commons.wikimedia.org/wiki/File:Isochrysis_galbana.jpg","Hansen B. and K. W. Ockelmann. 1991. FEEDING-BEHAVIOR IN LARVAE OF THE OPISTHOBRANCH PHILINE-APERTA .1. GROWTH AND FUNCTIONAL-RESPONSE AT DIFFERENT DEVELOPMENTAL STAGES. Marine Biology 111:255-261.","Fig 3",NA,NA,NA,NA,NA,-82.5028076082889,-76.1298571668144,-79.620235314036,-80.8131748873377,-80.6907922579046,9,NA,NA,NA,NA,NA,0.000314956378183869,0.00140258816143031,37.8137932516219,0.00304240228866576,0,-0.521276351957555,0.00471886872142479,1,0.000130857433957898,0.0147429068126632,0.0230956339833179,0.173252663268945,0.000314956378183869,0.675518251852795,0.734925686881375,1.7593875855654,0.674932848889364,1.92775456979871,0.337352442276779
"1082",1253,39942,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",9.7545,"Individual/(Individual * 1 hr)",0.002709583,"Philine aperta (Linnaeus 1767)","Isochrysis galbana Parke","Philine aperta (Linnaeus 1767) [larva]","Isochrysis galbana Parke","active","sphere","active","sphere",1.41e-09,4.77e-14,"cubic meter",1.063e+09,"Individuals per microliter",1.063,7.03e-05,12.5,12.5,NA,"","yes",NA,NA,NA,NA,NA,NA,NA,"",1,"Philine aperta (L.)","Larva","Sand slug veliger","3D","ectotherm","3D","Isochrysis galbana","Adult","Microalga","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",7.03e-05,"cubic meter",210.9,"individuals per arena","","yes","shell length","159","micrometer","original","diameter",4.5,"micrometer","http://commons.wikimedia.org/wiki/File:Isochrysis_galbana.jpg","Hansen B. and K. W. Ockelmann. 1991. FEEDING-BEHAVIOR IN LARVAE OF THE OPISTHOBRANCH PHILINE-APERTA .1. GROWTH AND FUNCTIONAL-RESPONSE AT DIFFERENT DEVELOPMENTAL STAGES. Marine Biology 111:255-261.","Fig 3",NA,NA,NA,NA,NA,-115.170741095188,-122.295635901095,-120.46396752735,-122.206455256898,-120.613006879856,22,NA,NA,NA,NA,NA,0.000559618345024107,0.00546262406277496,15.1391127788429,0.00714019138672301,13.4901202025897,-0.16883097726571,7.1563996754984e-07,0.0522033814352133,0.000148902838459228,0.00665894033618756,0.239368810821209,0.739057515100852,0.000559618345024107,0.938115057275848,0.795057239744652,0.296540894971905,0.885019798088021,-1.0165724651888,0.499476629221647
